Dataset simulated by rPACI on Tue Aug 10 22:54:02 2021 
==== PARAMETERS USED FOR SIMULATION ====
rings = 12
pointsPerRing = 256
diameter = 12
ringRadiiPerturbation = 0
maximumMireDisplacement = 0.2
mireDisplacementAngle = 50
mireDisplacementPerturbation = 0
ellipticAxesRatio = 1
ellipticRotation = 0
overallNoise = 0
seed = 0
========================================
"x","y","ring index"
0.494239427777524,0.0123555784820175,1
0.494093694617923,0.0242303885318911,1
0.493656582923324,0.0360980456402185,1
0.492928355993469,0.0479514011741178,1
0.491909452485028,0.0597833151154408,1
0.490600486147378,0.0715866603616532,1
0.489002245452894,0.0833543270189342,1
0.487115693122007,0.0950792266849106,1
0.484941965543301,0.106754296718446,1
0.482482372088987,0.118372504493911,1
0.479738394326192,0.129926851637375,1
0.476711685124516,0.141410378242164,1
0.473404067660407,0.152816167061246,1
0.469817534318945,0.164137347673928,1
0.465954245493706,0.175367100624335,1
0.46181652828542,0.186498661529197,1
0.457406875100215,0.19752532515246,1
0.452727942148282,0.208440449444272,1
0.447782547843874,0.219237459541902,1
0.442573671107601,0.229909851730193,1
0.437104449572035,0.240451197359157,1
0.431378177691723,0.250855146716355,1
0.425398304758726,0.261115432851721,1
0.419168432824896,0.271225875352546,1
0.412692314532138,0.281180384066319,1
0.405973850851953,0.290972962769215,1
0.399017088735642,0.300597712777992,1
0.391826218676574,0.310048836503136,1
0.384405572185989,0.319320640941117,1
0.376759619183856,0.328407541103635,1
0.368892965306364,0.337304063381813,1
0.360810349131656,0.346004848843295,1
0.352516639325486,0.354504656460261,1
0.34401683170852,0.362798366266431,1
0.335316046247039,0.370880982441139,1
0.32641952396886,0.378747636318631,1
0.317332623806342,0.386393589320763,1
0.308060819368362,0.393814235811348,1
0.298609695643217,0.401005105870416,1
0.28898494563444,0.407961867986727,1
0.279192366931544,0.414680331666913,1
0.269237858217771,0.421156449959671,1
0.259127415716947,0.4273863218935,1
0.24886712958158,0.433366194826497,1
0.238463180224383,0.43909246670681,1
0.227921834595418,0.444561688242376,1
0.217249442407127,0.449770564978649,1
0.206452432309497,0.454715959283057,1
0.195537308017685,0.45939489223499,1
0.184510644394422,0.463804545420195,1
0.17337908348956,0.46794226262848,1
0.162149330539154,0.47180555145372,1
0.150828149926471,0.475392084795182,1
0.139422361107389,0.478699702259291,1
0.127938834502601,0.481726411460967,1
0.116384487359137,0.484470389223762,1
0.104766279583672,0.486929982678076,1
0.093091209550136,0.489103710256782,1
0.0813663098841595,0.490990262587668,1
0.0695986432268786,0.492588503282153,1
0.0577952979806662,0.493897469619803,1
0.0459633840393431,0.494916373128243,1
0.0341100285054439,0.495644600058099,1
0.0222423713971165,0.496081711752697,1
0.0103675613472429,0.496227444912299,1
-0.00150724870263072,0.496081711752697,1
-0.0133749058109581,0.495644600058099,1
-0.0252282613448573,0.494916373128243,1
-0.0370601752861805,0.493897469619803,1
-0.0488635205323929,0.492588503282153,1
-0.0606311871896738,0.490990262587668,1
-0.0723560868556503,0.489103710256782,1
-0.0840311568891858,0.486929982678076,1
-0.095649364664651,0.484470389223762,1
-0.107203711808115,0.481726411460967,1
-0.118687238412903,0.478699702259291,1
-0.130093027231986,0.475392084795182,1
-0.141414207844668,0.47180555145372,1
-0.152643960795075,0.46794226262848,1
-0.163775521699936,0.463804545420195,1
-0.1748021853232,0.45939489223499,1
-0.185717309615011,0.454715959283057,1
-0.196514319712641,0.449770564978649,1
-0.207186711900932,0.444561688242375,1
-0.217728057529897,0.43909246670681,1
-0.228132006887094,0.433366194826498,1
-0.238392293022461,0.4273863218935,1
-0.248502735523285,0.421156449959671,1
-0.258457244237058,0.414680331666913,1
-0.268249822939955,0.407961867986727,1
-0.277874572948732,0.401005105870416,1
-0.287325696673876,0.393814235811348,1
-0.296597501111856,0.386393589320763,1
-0.305684401274374,0.378747636318631,1
-0.314580923552553,0.370880982441139,1
-0.323281709014035,0.362798366266431,1
-0.331781516631001,0.354504656460261,1
-0.34007522643717,0.346004848843295,1
-0.348157842611879,0.337304063381814,1
-0.35602449648937,0.328407541103635,1
-0.363670449491503,0.319320640941117,1
-0.371091095982088,0.310048836503136,1
-0.378281966041156,0.300597712777992,1
-0.385238728157467,0.290972962769215,1
-0.391957191837652,0.281180384066319,1
-0.398433310130411,0.271225875352546,1
-0.40466318206424,0.261115432851721,1
-0.410643054997237,0.250855146716355,1
-0.416369326877549,0.240451197359157,1
-0.421838548413115,0.229909851730193,1
-0.427047425149389,0.219237459541901,1
-0.431992819453796,0.208440449444272,1
-0.436671752405729,0.19752532515246,1
-0.441081405590935,0.186498661529197,1
-0.44521912279922,0.175367100624335,1
-0.449082411624459,0.164137347673928,1
-0.452668944965921,0.152816167061246,1
-0.45597656243003,0.141410378242164,1
-0.459003271631706,0.129926851637375,1
-0.461747249394501,0.118372504493912,1
-0.464206842848815,0.106754296718446,1
-0.466380570427522,0.0950792266849106,1
-0.468267122758408,0.0833543270189342,1
-0.469865363452892,0.0715866603616533,1
-0.471174329790543,0.0597833151154409,1
-0.472193233298983,0.0479514011741179,1
-0.472921460228839,0.0360980456402185,1
-0.473358571923437,0.0242303885318912,1
-0.473504305083039,0.0123555784820176,1
-0.473358571923437,0.000480768432143988,1
-0.472921460228839,-0.0113868886761833,1
-0.472193233298983,-0.0232402442100827,1
-0.471174329790543,-0.0350721581514058,1
-0.469865363452892,-0.0468755033976182,1
-0.468267122758408,-0.058643170054899,1
-0.466380570427522,-0.0703680697208755,1
-0.464206842848815,-0.0820431397544112,1
-0.461747249394501,-0.0936613475298764,1
-0.459003271631706,-0.10521569467334,1
-0.455976562430031,-0.116699221278129,1
-0.452668944965921,-0.128105010097211,1
-0.449082411624459,-0.139426190709893,1
-0.44521912279922,-0.1506559436603,1
-0.441081405590935,-0.161787504565162,1
-0.43667175240573,-0.172814168188425,1
-0.431992819453796,-0.183729292480237,1
-0.427047425149389,-0.194526302577866,1
-0.421838548413115,-0.205198694766158,1
-0.416369326877549,-0.215740040395122,1
-0.410643054997237,-0.22614398975232,1
-0.40466318206424,-0.236404275887686,1
-0.398433310130411,-0.24651471838851,1
-0.391957191837652,-0.256469227102284,1
-0.385238728157467,-0.26626180580518,1
-0.378281966041156,-0.275886555813957,1
-0.371091095982088,-0.285337679539101,1
-0.363670449491503,-0.294609483977082,1
-0.356024496489371,-0.3036963841396,1
-0.348157842611879,-0.312592906417778,1
-0.34007522643717,-0.32129369187926,1
-0.331781516631001,-0.329793499496226,1
-0.323281709014035,-0.338087209302396,1
-0.314580923552553,-0.346169825477104,1
-0.305684401274374,-0.354036479354596,1
-0.296597501111857,-0.361682432356728,1
-0.287325696673876,-0.369103078847313,1
-0.277874572948731,-0.376293948906381,1
-0.268249822939955,-0.383250711022692,1
-0.258457244237059,-0.389969174702878,1
-0.248502735523285,-0.396445292995636,1
-0.238392293022461,-0.402675164929465,1
-0.228132006887095,-0.408655037862462,1
-0.217728057529897,-0.414381309742775,1
-0.207186711900932,-0.41985053127834,1
-0.196514319712641,-0.425059408014614,1
-0.185717309615012,-0.430004802319022,1
-0.1748021853232,-0.434683735270955,1
-0.163775521699936,-0.43909338845616,1
-0.152643960795075,-0.443231105664445,1
-0.141414207844668,-0.447094394489685,1
-0.130093027231986,-0.450680927831147,1
-0.118687238412903,-0.453988545295256,1
-0.107203711808115,-0.457015254496932,1
-0.0956493646646513,-0.459759232259727,1
-0.084031156889186,-0.462218825714041,1
-0.0723560868556505,-0.464392553292747,1
-0.0606311871896741,-0.466279105623633,1
-0.0488635205323928,-0.467877346318118,1
-0.0370601752861804,-0.469186312655768,1
-0.0252282613448574,-0.470205216164208,1
-0.0133749058109581,-0.470933443094064,1
-0.00150724870263084,-0.471370554788663,1
0.0103675613472427,-0.471516287948264,1
0.0222423713971163,-0.471370554788663,1
0.0341100285054436,-0.470933443094064,1
0.0459633840393429,-0.470205216164208,1
0.0577952979806659,-0.469186312655768,1
0.0695986432268783,-0.467877346318118,1
0.0813663098841596,-0.466279105623633,1
0.093091209550136,-0.464392553292747,1
0.104766279583671,-0.462218825714041,1
0.116384487359137,-0.459759232259727,1
0.127938834502601,-0.457015254496932,1
0.139422361107389,-0.453988545295256,1
0.150828149926471,-0.450680927831147,1
0.162149330539153,-0.447094394489685,1
0.17337908348956,-0.443231105664446,1
0.184510644394422,-0.43909338845616,1
0.195537308017685,-0.434683735270955,1
0.206452432309497,-0.430004802319022,1
0.217249442407127,-0.425059408014614,1
0.227921834595418,-0.41985053127834,1
0.238463180224383,-0.414381309742775,1
0.24886712958158,-0.408655037862462,1
0.259127415716947,-0.402675164929465,1
0.269237858217771,-0.396445292995636,1
0.279192366931544,-0.389969174702878,1
0.28898494563444,-0.383250711022692,1
0.298609695643217,-0.376293948906381,1
0.308060819368362,-0.369103078847313,1
0.317332623806342,-0.361682432356728,1
0.32641952396886,-0.354036479354596,1
0.335316046247039,-0.346169825477104,1
0.34401683170852,-0.338087209302396,1
0.352516639325486,-0.329793499496226,1
0.360810349131656,-0.32129369187926,1
0.368892965306364,-0.312592906417779,1
0.376759619183856,-0.3036963841396,1
0.384405572185988,-0.294609483977082,1
0.391826218676574,-0.285337679539101,1
0.399017088735642,-0.275886555813957,1
0.405973850851953,-0.26626180580518,1
0.412692314532138,-0.256469227102284,1
0.419168432824896,-0.246514718388511,1
0.425398304758726,-0.236404275887686,1
0.431378177691723,-0.22614398975232,1
0.437104449572035,-0.215740040395122,1
0.442573671107601,-0.205198694766158,1
0.447782547843874,-0.194526302577867,1
0.452727942148282,-0.183729292480237,1
0.457406875100215,-0.172814168188425,1
0.46181652828542,-0.161787504565162,1
0.465954245493706,-0.1506559436603,1
0.469817534318945,-0.139426190709893,1
0.473404067660407,-0.128105010097211,1
0.476711685124516,-0.116699221278129,1
0.479738394326192,-0.105215694673341,1
0.482482372088987,-0.0936613475298766,1
0.484941965543301,-0.0820431397544113,1
0.487115693122007,-0.0703680697208759,1
0.489002245452893,-0.0586431700548994,1
0.490600486147378,-0.0468755033976181,1
0.491909452485028,-0.0350721581514057,1
0.492928355993469,-0.0232402442100827,1
0.493656582923324,-0.0113868886761835,1
0.494093694617923,0.00048076843214381,1
0.988478855555049,0.024711156964035,2
0.988187389235846,0.0484607770637823,2
0.987313165846648,0.072196091280437,2
0.985856711986937,0.0959028023482355,2
0.983818904970057,0.119566630230882,2
0.981200972294756,0.143173320723306,2
0.978004490905787,0.166708654037868,2
0.974231386244015,0.190158453369821,2
0.969883931086602,0.213508593436892,2
0.964964744177974,0.236745008987823,2
0.959476788652384,0.259853703274751,2
0.953423370249032,0.282820756484327,2
0.946808135320814,0.305632334122492,2
0.93963506863789,0.328274695347856,2
0.931908490987412,0.35073420124867,2
0.92363305657084,0.372997323058393,2
0.91481375020043,0.39505065030492,2
0.905455884296564,0.416880898888544,2
0.895565095687749,0.438474919083803,2
0.885147342215202,0.459819703460385,2
0.87420889914407,0.480902394718314,2
0.862756355383446,0.50171029343271,2
0.850796609517451,0.522230865703443,2
0.838336865649793,0.542451750705091,2
0.825384629064276,0.562360768132638,2
0.811947701703905,0.58194592553843,2
0.798034177471283,0.601195425555984,2
0.783652437353147,0.620097673006272,2
0.768811144371977,0.638641281882233,2
0.753519238367712,0.656815082207269,2
0.737785930612729,0.674608126763627,2
0.721620698263312,0.69200969768659,2
0.705033278650973,0.709009312920522,2
0.688033663417041,0.725596732532861,2
0.670632092494078,0.741761964882278,2
0.65283904793772,0.757495272637261,2
0.634665247612684,0.772787178641526,2
0.616121638736723,0.787628471622697,2
0.597219391286434,0.802010211740833,2
0.577969891268881,0.815923735973455,2
0.558384733863089,0.829360663333825,2
0.538475716435542,0.842312899919342,2
0.518254831433893,0.854772643787,2
0.49773425916316,0.866732389652995,2
0.476926360448765,0.878184933413619,2
0.455843669190836,0.889123376484751,2
0.434498884814254,0.899541129957298,2
